iteration,step,event,timestamp_iso,timestamp_unix
1,pick,start,2025-10-28T18:18:49,1761671929.551
1,pick,end,2025-10-28T18:18:59,1761671939.155
1,walk_to_wall,start,2025-10-28T18:18:59,1761671939.155
1,walk_to_wall,end,2025-10-28T18:19:22,1761671962.044
1,place,start,2025-10-28T18:19:22,1761671962.044
1,place,end,2025-10-28T18:19:32,1761671972.161
1,walk_to_source,start,2025-10-28T18:19:32,1761671972.161
1,walk_to_source,end,2025-10-28T18:19:49,1761671989.061
2,pick,start,2025-10-28T18:19:49,1761671989.061
2,pick,end,2025-10-28T18:19:58,1761671998.256
2,walk_to_wall,start,2025-10-28T18:19:58,1761671998.256
2,walk_to_wall,end,2025-10-28T18:20:13,1761672013.853
2,place,start,2025-10-28T18:20:13,1761672013.853
2,place,end,2025-10-28T18:20:24,1761672024.203
2,walk_to_source,start,2025-10-28T18:20:24,1761672024.203
2,walk_to_source,end,2025-10-28T18:20:41,1761672041.714
3,pick,start,2025-10-28T18:20:41,1761672041.730
3,pick,end,2025-10-28T18:20:51,1761672051.145
3,walk_to_wall,start,2025-10-28T18:20:51,1761672051.146
3,walk_to_wall,end,2025-10-28T18:21:06,1761672066.778
3,place,start,2025-10-28T18:21:06,1761672066.778
3,place,end,2025-10-28T18:21:17,1761672077.052
3,walk_to_source,start,2025-10-28T18:21:17,1761672077.052
3,walk_to_source,end,2025-10-28T18:21:33,1761672093.676
4,pick,start,2025-10-28T18:21:33,1761672093.677
4,pick,end,2025-10-28T18:21:43,1761672103.130
4,walk_to_wall,start,2025-10-28T18:21:43,1761672103.130
4,walk_to_wall,end,2025-10-28T18:21:58,1761672118.613
4,place,start,2025-10-28T18:21:58,1761672118.613
4,place,end,2025-10-28T18:22:08,1761672128.179
4,walk_to_source,start,2025-10-28T18:22:08,1761672128.179
4,walk_to_source,end,2025-10-28T18:22:23,1761672143.695
5,pick,start,2025-10-28T18:22:23,1761672143.695
5,pick,end,2025-10-28T18:22:33,1761672153.123
5,walk_to_wall,start,2025-10-28T18:22:33,1761672153.123
5,walk_to_wall,end,2025-10-28T18:22:49,1761672169.810
5,place,start,2025-10-28T18:22:49,1761672169.810
5,place,end,2025-10-28T18:22:59,1761672179.554
5,walk_to_source,start,2025-10-28T18:22:59,1761672179.554
5,walk_to_source,end,2025-10-28T18:23:14,1761672194.933
6,pick,start,2025-10-28T18:23:14,1761672194.933
6,pick,end,2025-10-28T18:23:24,1761672204.607
6,walk_to_wall,start,2025-10-28T18:23:24,1761672204.608
6,walk_to_wall,end,2025-10-28T18:23:41,1761672221.093
6,place,start,2025-10-28T18:23:41,1761672221.093
6,place,end,2025-10-28T18:23:51,1761672231.021
6,walk_to_source,start,2025-10-28T18:23:51,1761672231.021
6,walk_to_source,end,2025-10-28T18:24:07,1761672247.813
7,pick,start,2025-10-28T18:24:07,1761672247.813
7,pick,end,2025-10-28T18:24:17,1761672257.186
7,walk_to_wall,start,2025-10-28T18:24:17,1761672257.186
7,walk_to_wall,end,2025-10-28T18:24:33,1761672273.819
7,place,start,2025-10-28T18:24:33,1761672273.819
7,place,end,2025-10-28T18:24:43,1761672283.892
7,walk_to_source,start,2025-10-28T18:24:43,1761672283.892
7,walk_to_source,end,2025-10-28T18:25:00,1761672300.494
8,pick,start,2025-10-28T18:25:00,1761672300.494
8,pick,end,2025-10-28T18:25:09,1761672309.905
8,walk_to_wall,start,2025-10-28T18:25:09,1761672309.905
8,walk_to_wall,end,2025-10-28T18:25:25,1761672325.538
8,place,start,2025-10-28T18:25:25,1761672325.538
8,place,end,2025-10-28T18:25:34,1761672334.473
8,walk_to_source,start,2025-10-28T18:25:34,1761672334.474
8,walk_to_source,end,2025-10-28T18:25:50,1761672350.011
9,pick,start,2025-10-28T18:25:50,1761672350.011
9,pick,end,2025-10-28T18:25:59,1761672359.450
9,walk_to_wall,start,2025-10-28T18:25:59,1761672359.450
9,walk_to_wall,end,2025-10-28T18:26:14,1761672374.963
9,place,start,2025-10-28T18:26:14,1761672374.963
9,place,end,2025-10-28T18:26:24,1761672384.625
9,walk_to_source,start,2025-10-28T18:26:24,1761672384.625
9,walk_to_source,end,2025-10-28T18:26:40,1761672400.129
10,pick,start,2025-10-28T18:26:40,1761672400.129
10,pick,end,2025-10-28T18:26:50,1761672410.292
10,walk_to_wall,start,2025-10-28T18:26:50,1761672410.292
10,walk_to_wall,end,2025-10-28T18:27:05,1761672425.794
10,place,start,2025-10-28T18:27:05,1761672425.798
10,place,end,2025-10-28T18:27:15,1761672435.151
10,walk_to_source,start,2025-10-28T18:27:15,1761672435.151
10,walk_to_source,end,2025-10-28T18:27:30,1761672450.758
11,pick,start,2025-10-28T18:27:30,1761672450.758
11,pick,end,2025-10-28T18:27:40,1761672460.428
11,walk_to_wall,start,2025-10-28T18:27:40,1761672460.428
11,walk_to_wall,end,2025-10-28T18:27:56,1761672476.972
11,place,start,2025-10-28T18:27:56,1761672476.972
11,place,end,2025-10-28T18:28:06,1761672486.660
11,walk_to_source,start,2025-10-28T18:28:06,1761672486.669
11,walk_to_source,end,2025-10-28T18:28:23,1761672503.128
12,pick,start,2025-10-28T18:28:23,1761672503.128
12,pick,end,2025-10-28T18:28:33,1761672513.123
12,walk_to_wall,start,2025-10-28T18:28:33,1761672513.123
12,walk_to_wall,end,2025-10-28T18:28:48,1761672528.672
12,place,start,2025-10-28T18:28:48,1761672528.679
12,place,end,2025-10-28T18:28:57,1761672537.971
12,walk_to_source,start,2025-10-28T18:28:57,1761672537.971
12,walk_to_source,end,2025-10-28T18:29:13,1761672553.390
13,pick,start,2025-10-28T18:29:13,1761672553.390
