iteration,step,event,timestamp_iso,timestamp_unix
1,pick,start,2025-10-28T16:59:21,1761667161.549
1,pick,end,2025-10-28T16:59:30,1761667170.827
1,walk_to_wall,start,2025-10-28T16:59:30,1761667170.827
1,walk_to_wall,end,2025-10-28T16:59:46,1761667186.535
1,place,start,2025-10-28T16:59:46,1761667186.535
1,place,end,2025-10-28T16:59:56,1761667196.646
1,walk_to_source,start,2025-10-28T16:59:56,1761667196.646
1,walk_to_source,end,2025-10-28T17:00:13,1761667213.344
2,pick,start,2025-10-28T17:00:13,1761667213.344
2,pick,end,2025-10-28T17:00:22,1761667222.736
2,walk_to_wall,start,2025-10-28T17:00:22,1761667222.755
2,walk_to_wall,end,2025-10-28T17:00:38,1761667238.430
2,place,start,2025-10-28T17:00:38,1761667238.430
2,place,end,2025-10-28T17:00:48,1761667248.971
2,walk_to_source,start,2025-10-28T17:00:48,1761667248.971
2,walk_to_source,end,2025-10-28T17:01:06,1761667266.576
3,pick,start,2025-10-28T17:01:06,1761667266.576
3,pick,end,2025-10-28T17:01:15,1761667275.598
3,walk_to_wall,start,2025-10-28T17:01:15,1761667275.598
3,walk_to_wall,end,2025-10-28T17:01:31,1761667291.347
3,place,start,2025-10-28T17:01:31,1761667291.347
3,place,end,2025-10-28T17:01:41,1761667301.441
3,walk_to_source,start,2025-10-28T17:01:41,1761667301.441
3,walk_to_source,end,2025-10-28T17:01:58,1761667318.252
4,pick,start,2025-10-28T17:01:58,1761667318.252
4,pick,end,2025-10-28T17:02:08,1761667328.059
4,walk_to_wall,start,2025-10-28T17:02:08,1761667328.059
4,walk_to_wall,end,2025-10-28T17:02:23,1761667343.763
4,place,start,2025-10-28T17:02:23,1761667343.763
4,place,end,2025-10-28T17:02:33,1761667353.409
4,walk_to_source,start,2025-10-28T17:02:33,1761667353.409
4,walk_to_source,end,2025-10-28T17:02:48,1761667368.970
5,pick,start,2025-10-28T17:02:48,1761667368.970
5,pick,end,2025-10-28T17:02:58,1761667378.521
5,walk_to_wall,start,2025-10-28T17:02:58,1761667378.521
5,walk_to_wall,end,2025-10-28T17:03:14,1761667394.332
5,place,start,2025-10-28T17:03:14,1761667394.332
5,place,end,2025-10-28T17:03:23,1761667403.708
5,walk_to_source,start,2025-10-28T17:03:23,1761667403.708
5,walk_to_source,end,2025-10-28T17:03:39,1761667419.285
6,pick,start,2025-10-28T17:03:39,1761667419.286
6,pick,end,2025-10-28T17:03:49,1761667429.004
6,walk_to_wall,start,2025-10-28T17:03:49,1761667429.004
6,walk_to_wall,end,2025-10-28T17:04:04,1761667444.826
6,place,start,2025-10-28T17:04:04,1761667444.826
6,place,end,2025-10-28T17:04:15,1761667455.206
6,walk_to_source,start,2025-10-28T17:04:15,1761667455.206
6,walk_to_source,end,2025-10-28T17:04:31,1761667471.809
7,pick,start,2025-10-28T17:04:31,1761667471.809
7,pick,end,2025-10-28T17:04:41,1761667481.247
7,walk_to_wall,start,2025-10-28T17:04:41,1761667481.247
7,walk_to_wall,end,2025-10-28T17:04:56,1761667496.881
7,place,start,2025-10-28T17:04:56,1761667496.881
7,place,end,2025-10-28T17:05:07,1761667507.231
7,walk_to_source,start,2025-10-28T17:05:07,1761667507.231
7,walk_to_source,end,2025-10-28T17:05:23,1761667523.869
8,pick,start,2025-10-28T17:05:23,1761667523.871
8,pick,end,2025-10-28T17:05:33,1761667533.773
8,walk_to_wall,start,2025-10-28T17:05:33,1761667533.773
8,walk_to_wall,end,2025-10-28T17:05:50,1761667550.444
8,place,start,2025-10-28T17:05:50,1761667550.444
8,place,end,2025-10-28T17:05:59,1761667559.177
8,walk_to_source,start,2025-10-28T17:05:59,1761667559.177
8,walk_to_source,end,2025-10-28T17:06:14,1761667574.640
9,pick,start,2025-10-28T17:06:14,1761667574.640
9,pick,end,2025-10-28T17:06:23,1761667583.992
9,walk_to_wall,start,2025-10-28T17:06:23,1761667583.992
9,walk_to_wall,end,2025-10-28T17:06:39,1761667599.526
9,place,start,2025-10-28T17:06:39,1761667599.526
9,place,end,2025-10-28T17:06:49,1761667609.584
9,walk_to_source,start,2025-10-28T17:06:49,1761667609.584
9,walk_to_source,end,2025-10-28T17:07:05,1761667625.046
10,pick,start,2025-10-28T17:07:05,1761667625.046
10,pick,end,2025-10-28T17:07:14,1761667634.804
10,walk_to_wall,start,2025-10-28T17:07:14,1761667634.804
10,walk_to_wall,end,2025-10-28T17:07:30,1761667650.369
10,place,start,2025-10-28T17:07:30,1761667650.369
10,place,end,2025-10-28T17:07:39,1761667659.683
10,walk_to_source,start,2025-10-28T17:07:39,1761667659.683
10,walk_to_source,end,2025-10-28T17:07:56,1761667676.193
11,pick,start,2025-10-28T17:07:56,1761667676.193
11,pick,end,2025-10-28T17:08:05,1761667685.855
11,walk_to_wall,start,2025-10-28T17:08:05,1761667685.855
11,walk_to_wall,end,2025-10-28T17:08:21,1761667701.555
11,place,start,2025-10-28T17:08:21,1761667701.555
11,place,end,2025-10-28T17:08:31,1761667711.798
11,walk_to_source,start,2025-10-28T17:08:31,1761667711.800
11,walk_to_source,end,2025-10-28T17:08:48,1761667728.285
12,pick,start,2025-10-28T17:08:48,1761667728.285
12,pick,end,2025-10-28T17:08:58,1761667738.649
12,walk_to_wall,start,2025-10-28T17:08:58,1761667738.649
12,walk_to_wall,end,2025-10-28T17:09:14,1761667754.238
12,place,start,2025-10-28T17:09:14,1761667754.238
12,place,end,2025-10-28T17:09:23,1761667763.232
12,walk_to_source,start,2025-10-28T17:09:23,1761667763.234
12,walk_to_source,end,2025-10-28T17:09:38,1761667778.735
13,pick,start,2025-10-28T17:09:38,1761667778.735
13,pick,end,2025-10-28T17:09:48,1761667788.476
13,walk_to_wall,start,2025-10-28T17:09:48,1761667788.476
13,walk_to_wall,end,2025-10-28T17:10:04,1761667804.250
13,place,start,2025-10-28T17:10:04,1761667804.253
13,place,end,2025-10-28T17:10:13,1761667813.979
13,walk_to_source,start,2025-10-28T17:10:13,1761667813.980
13,walk_to_source,end,2025-10-28T17:10:30,1761667830.524
14,pick,start,2025-10-28T17:10:30,1761667830.531
14,pick,end,2025-10-28T17:10:40,1761667840.965
14,walk_to_wall,start,2025-10-28T17:10:40,1761667840.965
14,walk_to_wall,end,2025-10-28T17:10:56,1761667856.822
14,place,start,2025-10-28T17:10:56,1761667856.822
14,place,end,2025-10-28T17:11:05,1761667865.727
14,walk_to_source,start,2025-10-28T17:11:05,1761667865.727
14,walk_to_source,end,2025-10-28T17:11:20,1761667880.341
